"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2016-08","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","AR37M000042","no change","no change","no change","no change","2034-06-30 00:00:00","2034-06-30 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","AR37S001011","first","first","first","ok","2007-05-12 00:00:00","","",60,"Active              ",""
"c2005-01","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-05","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-02","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-04","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-05","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-07","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2006-09","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-01","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-02","AR37S001011","no change","no change","no change","no change","2007-05-12 00:00:00","2007-05-12 00:00:00","00:00:00",60,"Active              ","Active"
"c2007-07","AR37S001011","in","extended","no change","no change","2008-05-12 00:00:00","2007-05-12 00:00:00","366 days",12,"Active              ","Active"
"c2007-09","AR37S001011","no change","no change","no change","no change","2008-05-12 00:00:00","2008-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2007-12","AR37S001011","no change","no change","no change","no change","2008-05-12 00:00:00","2008-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2008-03","AR37S001011","no change","no change","no change","no change","2008-05-12 00:00:00","2008-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2009-02","AR37S001011","in","extended","no change","no change","2010-05-12 00:00:00","2008-05-12 00:00:00","730 days",72,"Active              ","Active"
"c2011-09","AR37S001011","in","extended","no change","flag","2011-05-12 00:00:00","2010-05-12 00:00:00","365 days",84,"Active              ","Active"
"c2013-09","AR37S001011","in","extended","no change","flag","2014-05-12 00:00:00","2011-05-12 00:00:00","1096 days",12,"Active              ","Active"
"c2014-10","AR37S001011","in","extended","no change","no change","2015-05-12 00:00:00","2014-05-12 00:00:00","365 days",12,"Active              ","Active"
"c2014-11","AR37S001011","no change","no change","no change","no change","2015-05-12 00:00:00","2015-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-03","AR37S001011","no change","no change","no change","no change","2015-05-12 00:00:00","2015-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-04","AR37S001011","no change","no change","no change","no change","2015-05-12 00:00:00","2015-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-05","AR37S001011","in","extended","no change","no change","2016-05-12 00:00:00","2015-05-12 00:00:00","366 days",12,"Active              ","Active"
"c2015-08","AR37S001011","no change","no change","no change","no change","2016-05-12 00:00:00","2016-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-10","AR37S001011","no change","no change","no change","no change","2016-05-12 00:00:00","2016-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-11","AR37S001011","no change","no change","no change","no change","2016-05-12 00:00:00","2016-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2015-12","AR37S001011","no change","no change","no change","no change","2016-05-12 00:00:00","2016-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-01","AR37S001011","no change","no change","no change","no change","2016-05-12 00:00:00","2016-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-04","AR37S001011","no change","no change","no change","no change","2016-05-12 00:00:00","2016-05-12 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AR37S001011","in","extended","no change","no change","2017-05-31 00:00:00","2016-05-12 00:00:00","384 days",12,"Active              ","Active"
"c2016-05","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-05","AR37S001011","in","extended","no change","no change","2017-05-31 00:00:00","2016-05-12 00:00:00","384 days",12,"Active              ","Active"
"c2016-05","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-08","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2016-09","AR37S001011","no change","no change","no change","no change","2017-05-31 00:00:00","2017-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2003-06","AZ20E000002","first","first","first","ok","2008-03-04 00:00:00","","",180,"Active              ",""
"c2005-01","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2005-05","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2005-07","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2006-02","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2006-04","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2006-05","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2006-07","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2006-09","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2007-01","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2007-02","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2007-07","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2007-09","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2007-12","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2008-03","AZ20E000002","no change","no change","no change","no change","2008-03-04 00:00:00","2008-03-04 00:00:00","00:00:00",180,"Active              ","Active"
"c2003-06","AZ20Q971002","first","first","first","ok","2004-05-31 00:00:00","","",60,"Active              ",""
"c2005-01","AZ20Q971002","in","extended","no change","no change","2005-05-31 00:00:00","2004-05-31 00:00:00","365 days",60,"Active              ","Active"
"c2005-05","AZ20Q971002","no change","no change","no change","no change","2005-05-31 00:00:00","2005-05-31 00:00:00","00:00:00",60,"Active              ","Active"
"c2005-07","AZ20Q971002","in","extended","no change","no change","2006-05-31 00:00:00","2005-05-31 00:00:00","365 days",12,"Active              ","Active"
"c2006-02","AZ20Q971002","no change","no change","no change","no change","2006-05-31 00:00:00","2006-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2006-04","AZ20Q971002","no change","no change","no change","no change","2006-05-31 00:00:00","2006-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2006-05","AZ20Q971002","no change","no change","no change","no change","2006-05-31 00:00:00","2006-05-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2006-07","AZ20Q971002","in","extended","no change","no change","2006-08-31 00:00:00","2006-05-31 00:00:00","92 days",3,"Active              ","Active"
"c2006-09","AZ20Q971002","out","no change","out","flag","2006-08-31 00:00:00","2006-08-31 00:00:00","00:00:00",3,"Expired             ","Active"
"c2007-01","AZ20Q971002","suspicious","extended","restored","flag","2007-08-31 00:00:00","2006-08-31 00:00:00","365 days",9,"Active              ","Expired"
"c2007-02","AZ20Q971002","no change","no change","no change","no change","2007-08-31 00:00:00","2007-08-31 00:00:00","00:00:00",9,"Active              ","Active"
"c2007-07","AZ20Q971002","no change","no change","no change","no change","2007-08-31 00:00:00","2007-08-31 00:00:00","00:00:00",9,"Active              ","Active"
"c2007-09","AZ20Q971002","out","no change","out","flag","2007-08-31 00:00:00","2007-08-31 00:00:00","00:00:00",9,"Expired             ","Active"
"c2007-12","AZ20Q971002","suspicious","extended","restored","flag","2008-08-31 00:00:00","2007-08-31 00:00:00","366 days",12,"Active              ","Expired"
"c2008-03","AZ20Q971002","no change","no change","no change","no change","2008-08-31 00:00:00","2008-08-31 00:00:00","00:00:00",12,"Active              ","Active"
"c2009-02","AZ20Q971002","in","extended","no change","no change","2009-08-31 00:00:00","2008-08-31 00:00:00","365 days",12,"Active              ","Active"
"c2011-09","AZ20Q971002","in","extended","no change","flag","2011-08-31 00:00:00","2009-08-31 00:00:00","730 days",12,"Active              ","Active"
"c2013-09","AZ20Q971002","in","extended","no change","flag","2014-08-31 00:00:00","2011-08-31 00:00:00","1096 days",12,"Active              ","Active"
"c2014-10","AZ20Q971002","in","extended","no change","no change","2015-08-31 00:00:00","2014-08-31 00:00:00","365 days",12,"Active              ","Active"
"c2014-11","AZ20Q971002","no change","no change","no change","no change","2015-08-31 00:00:00","2015-08-31 00:00:00","00:00:00",12,"Active              ","Active"
